Date,"Total Cases","New Cases","New Cases 7-Day Moving Average","Case Growth","Cases Growth 7DMA","Total Deaths","New Deaths","New Deaths 7DMA","Death Growth","Death Growth 7DMA","Total Recoveries","New Recoveries","Recovery Rate","Active Cases","Case Fatality Rate (CFR)","Adjusted CFR","Total Deaths per MM Population","Total Cases per MM Population","Active Cases per ICU Bed"
2020-12-17,454447,1459,1272,0.32%,0.28%,8850,17,21,0.19%,0.24%,419902,620,92.4%,25695,1.95%,2.06%,80.76,4147.13
2020-12-16,452988,1149,1261,0.25%,0.28%,8833,21,22,0.24%,0.25%,419282,415,92.56%,24873,1.95%,2.06%,80.61,4133.82
2020-12-15,451839,1106,1293,0.25%,0.29%,8812,55,20,0.63%,0.23%,418867,144,92.7%,24160,1.95%,2.06%,80.42,4123.33
2020-12-14,450733,1333,1333,0.3%,0.3%,8757,24,26,0.27%,0.3%,418723,36,92.9%,23253,1.94%,2.05%,79.91,4113.24
2020-12-13,449400,1069,1367,0.24%,0.31%,8733,3,26,0.03%,0.3%,418687,9254,93.17%,21980,1.94%,2.04%,79.69,4101.08
2020-12-12,448331,1292,1466,0.29%,0.33%,8730,21,29,0.24%,0.34%,409433,104,91.32%,30168,1.95%,2.09%,79.67,4091.32
2020-12-11,447039,1499,1528,0.34%,0.35%,8709,8,29,0.09%,0.33%,409329,271,91.56%,29001,1.95%,2.08%,79.48,4079.53
2020-12-10,445540,1376,1447,0.31%,0.33%,8701,24,36,0.28%,0.43%,409058,116,91.81%,27781,1.95%,2.08%,79.4,4065.85
2020-12-09,444164,1379,1401,0.31%,0.32%,8677,7,34,0.08%,0.4%,408942,152,92.07%,26545,1.95%,2.08%,79.18,4053.29
2020-12-08,442785,1386,1409,0.31%,0.32%,8670,98,36,1.14%,0.42%,408790,88,92.32%,25325,1.96%,2.08%,79.12,4040.71
2020-12-07,441399,1565,1396,0.36%,0.32%,8572,18,26,0.21%,0.3%,408702,68,92.59%,24125,1.94%,2.05%,78.23,4028.06
2020-12-06,439834,1765,1424,0.4%,0.33%,8554,28,26,0.33%,0.31%,408634,9052,92.91%,22646,1.94%,2.05%,78.06,4013.78
2020-12-05,438069,1724,1467,0.4%,0.34%,8526,17,28,0.2%,0.33%,399582,237,91.21%,29961,1.95%,2.09%,77.81,3997.67
2020-12-04,436345,932,1490,0.21%,0.34%,8509,63,36,0.75%,0.43%,399345,20,91.52%,28491,1.95%,2.09%,77.65,3981.94
2020-12-03,435413,1056,1588,0.24%,0.37%,8446,10,29,0.12%,0.35%,399325,320,91.71%,27642,1.94%,2.07%,77.08,3973.44
2020-12-02,434357,1432,1635,0.33%,0.38%,8436,18,32,0.21%,0.38%,399005,223,91.86%,26916,1.94%,2.07%,76.98,3963.8
2020-12-01,432925,1295,1600,0.3%,0.37%,8418,26,33,0.31%,0.4%,398782,124,92.11%,25725,1.94%,2.07%,76.82,3950.73
2020-11-30,431630,1766,1574,0.41%,0.37%,8392,19,31,0.23%,0.38%,398658,34,92.36%,24580,1.94%,2.06%,76.58,3938.91
2020-11-29,429864,2067,1578,0.48%,0.37%,8373,40,36,0.48%,0.44%,398624,10562,92.73%,22867,1.95%,2.06%,76.41,3922.8
2020-11-28,427797,1879,1564,0.44%,0.37%,8333,78,36,0.94%,0.44%,388062,446,90.71%,31402,1.95%,2.1%,76.04,3903.93
2020-11-27,425918,1621,1550,0.38%,0.37%,8255,13,33,0.16%,0.41%,387616,350,91.01%,30047,1.94%,2.09%,75.33,3886.79
2020-11-26,424297,1382,1552,0.33%,0.37%,8242,27,35,0.33%,0.43%,387266,311,91.27%,28789,1.94%,2.08%,75.21,3871.99
2020-11-25,422915,1193,1545,0.28%,0.37%,8215,30,37,0.37%,0.46%,386955,163,91.5%,27745,1.94%,2.08%,74.97,3859.38
2020-11-24,421722,1108,1572,0.26%,0.38%,8185,12,46,0.15%,0.58%,386792,188,91.72%,26745,1.94%,2.07%,74.69,3848.5
2020-11-23,420614,1796,1577,0.43%,0.38%,8173,50,48,0.62%,0.6%,386604,118,91.91%,25837,1.94%,2.07%,74.58,3838.38
2020-11-22,418818,1966,1569,0.47%,0.38%,8123,43,42,0.53%,0.52%,386486,10938,92.28%,24209,1.94%,2.06%,74.13,3821.99
2020-11-21,416852,1785,1502,0.43%,0.37%,8080,55,41,0.69%,0.52%,375548,311,90.09%,33224,1.94%,2.11%,73.74,3804.05
2020-11-20,415067,1637,1479,0.4%,0.36%,8025,27,39,0.34%,0.5%,375237,298,90.4%,31805,1.93%,2.09%,73.23,3787.76
2020-11-19,413430,1333,1516,0.32%,0.37%,7998,41,40,0.52%,0.51%,374939,273,90.69%,30493,1.93%,2.09%,72.99,3772.83
2020-11-18,412097,1379,1526,0.34%,0.38%,7957,95,35,1.21%,0.45%,374666,123,90.92%,29474,1.93%,2.08%,72.61,3760.66
2020-11-17,410718,1144,1567,0.28%,0.39%,7862,23,29,0.29%,0.37%,374543,177,91.19%,28313,1.91%,2.06%,71.75,3748.08
2020-11-16,409574,1736,1589,0.43%,0.4%,7839,7,27,0.09%,0.35%,374366,37,91.4%,27369,1.91%,2.05%,71.54,3737.64
2020-11-15,407838,1501,1635,0.37%,0.41%,7832,41,42,0.53%,0.55%,374329,11261,91.78%,25677,1.92%,2.05%,71.47,3721.79
2020-11-14,406337,1624,1768,0.4%,0.44%,7791,39,44,0.5%,0.57%,363068,165,89.35%,35478,1.92%,2.1%,71.1,3708.1
2020-11-13,404713,1893,1843,0.47%,0.47%,7752,31,42,0.4%,0.55%,362903,486,89.67%,34058,1.92%,2.09%,70.74,3693.28
2020-11-12,402820,1404,1871,0.35%,0.47%,7721,11,45,0.14%,0.59%,362417,200,89.97%,32682,1.92%,2.09%,70.46,3676
2020-11-11,401416,1667,1897,0.42%,0.48%,7710,49,49,0.64%,0.65%,362217,298,90.23%,31489,1.92%,2.08%,70.36,3663.19
2020-11-10,399749,1300,1798,0.33%,0.46%,7661,14,49,0.18%,0.66%,361919,135,90.54%,30169,1.92%,2.07%,69.91,3647.98
2020-11-09,398449,2054,1864,0.52%,0.48%,7647,108,54,1.43%,0.73%,361784,146,90.8%,29018,1.92%,2.07%,69.78,3636.11
2020-11-08,396395,2434,1897,0.62%,0.49%,7539,54,43,0.72%,0.58%,361638,11422,91.23%,27218,1.9%,2.04%,68.8,3617.37
2020-11-07,393961,2152,1890,0.55%,0.49%,7485,24,38,0.32%,0.51%,350216,242,88.9%,36260,1.9%,2.09%,68.31,3595.16
2020-11-06,391809,2084,1839,0.53%,0.48%,7461,52,39,0.7%,0.54%,349974,431,89.32%,34374,1.9%,2.09%,68.09,3575.52
2020-11-05,389725,1588,1827,0.41%,0.48%,7409,42,37,0.57%,0.52%,349543,452,89.69%,32773,1.9%,2.08%,67.61,3556.5
2020-11-04,388137,976,1851,0.25%,0.49%,7367,49,36,0.67%,0.5%,349091,124,89.94%,31679,1.9%,2.07%,67.23,3542.01
2020-11-03,387161,1761,2002,0.46%,0.53%,7318,49,38,0.67%,0.53%,348967,137,90.13%,30876,1.89%,2.05%,66.78,3533.1
2020-11-02,385400,2287,1967,0.6%,0.52%,7269,31,33,0.43%,0.46%,348830,70,90.51%,29301,1.89%,2.04%,66.33,3517.03
2020-11-01,383113,2384,1869,0.63%,0.5%,7238,17,37,0.24%,0.53%,348760,17714,91.03%,27115,1.89%,2.03%,66.05,3496.16
2020-10-31,380729,1796,1844,0.47%,0.49%,7221,36,41,0.5%,0.58%,331046,589,86.95%,42462,1.9%,2.13%,65.9,3474.41
2020-10-30,378933,1998,1876,0.53%,0.51%,7185,38,39,0.53%,0.55%,330457,609,87.21%,41291,1.9%,2.13%,65.57,3458.02
2020-10-29,376935,1755,1864,0.47%,0.51%,7147,33,52,0.46%,0.75%,329848,737,87.51%,39940,1.9%,2.12%,65.22,3439.78
2020-10-28,375180,2036,1848,0.55%,0.5%,7114,61,52,0.86%,0.76%,329111,509,87.72%,38955,1.9%,2.12%,64.92,3423.77
2020-10-27,373144,1514,1767,0.41%,0.48%,7053,14,52,0.2%,0.76%,328602,344,88.06%,37489,1.89%,2.1%,64.36,3405.19
2020-10-26,371630,1602,1780,0.43%,0.49%,7039,62,52,0.89%,0.76%,328258,222,88.33%,36333,1.89%,2.1%,64.24,3391.37
2020-10-25,370028,2209,1916,0.6%,0.53%,6977,43,46,0.62%,0.68%,328036,14924,88.65%,35015,1.89%,2.08%,63.67,3376.75
2020-10-24,367819,2020,1926,0.55%,0.54%,6934,19,47,0.27%,0.7%,313112,421,85.13%,47773,1.89%,2.17%,63.28,3356.59
2020-10-23,365799,1911,2007,0.53%,0.56%,6915,132,55,1.95%,0.82%,312691,358,85.48%,46193,1.89%,2.16%,63.1,3338.16
2020-10-22,363888,1645,2170,0.45%,0.61%,6783,36,41,0.53%,0.62%,312333,827,85.83%,44772,1.86%,2.13%,61.9,3320.72
2020-10-21,362243,1468,2244,0.41%,0.64%,6747,57,43,0.85%,0.65%,311506,864,85.99%,43990,1.86%,2.12%,61.57,3305.71
2020-10-20,360775,1606,2295,0.45%,0.65%,6690,15,45,0.22%,0.7%,310642,339,86.1%,43443,1.85%,2.11%,61.05,3292.31
2020-10-19,359169,2551,2336,0.72%,0.67%,6675,23,49,0.35%,0.76%,310303,145,86.39%,42191,1.86%,2.11%,60.91,3277.66
2020-10-18,356618,2280,2468,0.64%,0.71%,6652,49,47,0.74%,0.73%,310158,14846,86.97%,39808,1.87%,2.1%,60.7,3254.38
2020-10-17,354338,2588,2487,0.74%,0.72%,6603,72,52,1.1%,0.81%,295312,447,83.34%,52423,1.86%,2.19%,60.26,3233.57
2020-10-16,351750,3052,2426,0.88%,0.71%,6531,34,54,0.52%,0.86%,294865,704,83.83%,50354,1.86%,2.17%,59.6,3209.95
2020-10-15,348698,2162,2404,0.62%,0.71%,6497,48,61,0.74%,0.98%,294161,301,84.36%,48040,1.86%,2.16%,59.29,3182.1
2020-10-14,346536,1823,2414,0.53%,0.72%,6449,77,75,1.21%,1.22%,293860,477,84.8%,46227,1.86%,2.15%,58.85,3162.37
2020-10-13,344713,1897,2554,0.55%,0.76%,6372,40,72,0.63%,1.19%,293383,231,85.11%,44958,1.85%,2.13%,58.15,3145.74
2020-10-12,342816,3475,2579,1.02%,0.78%,6332,11,70,0.17%,1.16%,293152,77,85.51%,43332,1.85%,2.11%,57.78,3128.43
2020-10-11,339341,2415,2406,0.72%,0.73%,6321,83,78,1.33%,1.3%,293075,16981,86.37%,39945,1.86%,2.11%,57.68,3096.71
2020-10-10,336926,2156,2514,0.64%,0.77%,6238,86,80,1.4%,1.36%,276094,787,81.94%,54594,1.85%,2.21%,56.93,3074.68
2020-10-09,334770,2901,2585,0.87%,0.8%,6152,83,77,1.37%,1.31%,275307,989,82.24%,53311,1.84%,2.19%,56.14,3055
2020-10-08,331869,2232,2541,0.68%,0.79%,6069,144,72,2.43%,1.26%,274318,595,82.66%,51482,1.83%,2.16%,55.38,3028.53
2020-10-07,329637,2804,2563,0.86%,0.8%,5925,60,60,1.02%,1.06%,273723,410,83.04%,49989,1.8%,2.12%,54.07,3008.16
2020-10-06,326833,2071,2504,0.64%,0.79%,5865,25,60,0.43%,1.06%,273313,190,83.62%,47655,1.79%,2.1%,53.52,2982.57
2020-10-05,324762,2265,2496,0.7%,0.79%,5840,64,66,1.11%,1.18%,273123,44,84.1%,45799,1.8%,2.09%,53.29,2963.67
2020-10-04,322497,3167,2610,0.99%,0.84%,5776,98,62,1.73%,1.12%,273079,18033,84.68%,43642,1.79%,2.07%,52.71,2943
2020-10-03,319330,2652,2582,0.84%,0.84%,5678,62,56,1.1%,1.03%,255046,429,79.87%,58606,1.78%,2.18%,51.82,2914.1
2020-10-02,316678,2599,2474,0.83%,0.81%,5616,54,60,0.97%,1.12%,254617,394,80.4%,56445,1.77%,2.16%,51.25,2889.9
2020-10-01,314079,2385,2475,0.77%,0.82%,5562,58,62,1.05%,1.17%,254223,735,80.94%,54294,1.77%,2.14%,50.76,2866.18
2020-09-30,311694,2391,2443,0.77%,0.81%,5504,56,59,1.03%,1.12%,253488,558,81.33%,52702,1.77%,2.13%,50.23,2844.42
2020-09-29,309303,2015,2502,0.66%,0.84%,5448,67,57,1.25%,1.09%,252930,265,81.77%,50925,1.76%,2.11%,49.72,2822.6
2020-09-28,307288,3062,2443,1.01%,0.82%,5381,37,55,0.69%,1.06%,252665,155,82.22%,49242,1.75%,2.09%,49.11,2804.21
2020-09-27,304226,2970,2498,0.99%,0.85%,5344,60,51,1.14%,1%,252510,19604,83%,46372,1.76%,2.07%,48.77,2776.27
2020-09-26,301256,1895,2542,0.63%,0.87%,5284,88,51,1.69%,1%,232906,507,77.31%,63066,1.75%,2.22%,48.22,2749.16
2020-09-25,299361,2606,2834,0.88%,0.98%,5196,69,52,1.35%,1.05%,232399,471,77.63%,61766,1.74%,2.19%,47.42,2731.87
2020-09-24,296755,2164,2924,0.73%,1.03%,5127,36,49,0.71%,0.99%,231928,555,78.15%,59700,1.73%,2.16%,46.79,2708.09
2020-09-23,294591,2802,3094,0.96%,1.1%,5091,42,51,0.83%,1.05%,231373,730,78.54%,58127,1.73%,2.15%,46.46,2688.34
2020-09-22,291789,1599,3197,0.55%,1.15%,5049,50,55,1%,1.14%,230643,410,79.04%,56097,1.73%,2.14%,46.08,2662.77
2020-09-21,290190,3447,3472,1.2%,1.26%,4999,15,53,0.3%,1.1%,230233,368,79.34%,54958,1.72%,2.13%,45.62,2648.18
2020-09-20,286743,3283,3647,1.16%,1.34%,4984,54,88,1.1%,1.91%,229865,19980,80.16%,51894,1.74%,2.12%,45.48,2616.72
2020-09-19,283460,3934,3657,1.41%,1.36%,4930,100,91,2.07%,2.01%,209885,1095,74.04%,68645,1.74%,2.29%,44.99,2586.76
2020-09-18,279526,3237,3795,1.17%,1.44%,4830,45,103,0.94%,2.36%,208790,694,74.69%,65906,1.73%,2.26%,44.08,2550.86
2020-09-17,276289,3355,3906,1.23%,1.5%,4785,53,103,1.12%,2.37%,208096,238,75.32%,63408,1.73%,2.25%,43.67,2521.32
2020-09-16,272934,3527,3970,1.31%,1.55%,4732,69,107,1.48%,2.5%,207858,506,76.16%,60344,1.73%,2.23%,43.18,2490.71
2020-09-15,269407,3519,3917,1.32%,1.54%,4663,33,107,0.71%,2.54%,207352,-152,76.97%,57392,1.73%,2.2%,42.55,2458.52
2020-09-14,265888,4672,3880,1.79%,1.55%,4630,259,106,5.93%,2.54%,207504,-64,78.04%,53754,1.74%,2.18%,42.25,2426.41
2020-09-13,261216,3353,3407,1.3%,1.38%,4371,79,71,1.84%,1.74%,207568,20452,79.46%,49277,1.67%,2.06%,39.89,2383.77
2020-09-12,257863,4899,3328,1.94%,1.36%,4292,184,72,4.48%,1.8%,187116,510,72.56%,66455,1.66%,2.24%,39.17,2353.17
2020-09-11,252964,4017,2985,1.61%,1.24%,4108,42,53,1.03%,1.36%,186606,548,73.77%,62250,1.62%,2.15%,37.49,2308.47
2020-09-10,248947,3804,2935,1.55%,1.24%,4066,80,54,2.01%,1.41%,186058,515,74.74%,58823,1.63%,2.14%,37.1,2271.81
2020-09-09,245143,3156,2672,1.3%,1.14%,3986,70,52,1.79%,1.38%,185543,365,75.69%,55614,1.63%,2.1%,36.37,2237.09
2020-09-08,241987,3260,2532,1.37%,1.09%,3916,26,46,0.67%,1.22%,185178,272,76.52%,52893,1.62%,2.07%,35.74,2208.29
2020-09-07,238727,1362,2558,0.57%,1.12%,3890,15,47,0.39%,1.28%,184906,219,77.46%,49931,1.63%,2.06%,35.5,2178.54
2020-09-06,237365,2795,2853,1.19%,1.26%,3875,85,51,2.24%,1.38%,184687,23019,77.81%,48803,1.63%,2.06%,35.36,2166.11
2020-09-05,234570,2498,3063,1.08%,1.38%,3790,53,53,1.42%,1.48%,161668,1119,68.92%,69112,1.62%,2.29%,34.59,2140.61
2020-09-04,232072,3669,3218,1.61%,1.47%,3737,49,59,1.33%,1.69%,160549,1074,69.18%,67786,1.61%,2.27%,34.1,2117.81
2020-09-03,228403,1963,3260,0.87%,1.52%,3688,65,65,1.79%,1.9%,159475,865,69.82%,65240,1.61%,2.26%,33.66,2084.33
2020-09-02,226440,2176,3440,0.97%,1.62%,3623,26,69,0.72%,2.08%,158610,598,70.05%,64207,1.6%,2.23%,33.06,2066.42
2020-09-01,224264,3445,3871,1.56%,1.86%,3597,39,80,1.1%,2.45%,158012,450,70.46%,62655,1.6%,2.23%,32.83,2046.56
2020-08-31,220819,3423,3795,1.57%,1.85%,3558,38,78,1.08%,2.42%,157562,159,71.35%,59699,1.61%,2.21%,32.47,2015.12
2020-08-30,217396,4265,3971,2%,1.97%,3520,101,75,2.95%,2.32%,157403,22302,72.4%,56473,1.62%,2.19%,32.12,1983.88
2020-08-29,213131,3587,3697,1.71%,1.87%,3419,94,65,2.83%,2.06%,135101,627,63.39%,74611,1.6%,2.47%,31.2,1944.96
2020-08-28,209544,3963,3883,1.93%,2.01%,3325,91,55,2.81%,1.78%,134474,484,64.17%,71745,1.59%,2.41%,30.34,1912.23
2020-08-27,205581,3220,3937,1.59%,2.08%,3234,97,50,3.09%,1.66%,133990,530,65.18%,68357,1.57%,2.36%,29.51,1876.06
2020-08-26,202361,5197,4084,2.64%,2.2%,3137,99,49,3.26%,1.67%,133460,1064,65.95%,65764,1.55%,2.3%,28.63,1846.68
2020-08-25,197164,2912,3993,1.5%,2.21%,3038,28,50,0.93%,1.78%,132396,354,67.15%,61730,1.54%,2.24%,27.72,1799.25
2020-08-24,194252,4651,4254,2.45%,2.41%,3010,12,47,0.4%,1.68%,132042,675,67.97%,59200,1.55%,2.23%,27.47,1772.68
2020-08-23,189601,2352,4050,1.26%,2.34%,2998,32,48,1.08%,1.7%,131367,16446,69.29%,55236,1.58%,2.23%,27.36,1730.24
2020-08-22,187249,4884,4190,2.68%,2.46%,2966,26,52,0.88%,1.91%,114921,402,61.37%,69362,1.58%,2.52%,27.07,1708.77
2020-08-21,182365,4343,4101,2.44%,2.48%,2940,57,71,1.98%,2.71%,114519,405,62.8%,64906,1.61%,2.5%,26.83,1664.2
2020-08-20,178022,4248,4357,2.44%,2.72%,2883,88,65,3.15%,2.52%,114114,633,64.1%,61025,1.62%,2.46%,26.31,1624.57
2020-08-19,173774,4561,4289,2.7%,2.75%,2795,108,56,4.02%,2.2%,113481,620,65.3%,57498,1.61%,2.4%,25.51,1585.8
2020-08-18,169213,4739,4239,2.88%,2.8%,2687,6,54,0.22%,2.19%,112861,102,66.7%,53665,1.59%,2.33%,24.52,1544.18
2020-08-17,164474,3221,3977,2%,2.69%,2681,16,55,0.6%,2.27%,112759,173,68.56%,49034,1.63%,2.32%,24.47,1500.94
2020-08-16,161253,3335,4477,2.11%,3.14%,2665,65,56,2.5%,2.34%,112586,40377,69.82%,46002,1.65%,2.31%,24.32,1471.54
2020-08-15,157918,4258,4433,2.77%,3.18%,2600,158,56,6.47%,2.38%,72209,804,45.73%,83109,1.65%,3.48%,23.73,1441.11
2020-08-14,153660,6134,4415,4.16%,3.27%,2442,16,39,0.66%,1.72%,71405,1018,46.47%,79813,1.59%,3.31%,22.28,1402.25
2020-08-13,147526,3777,4009,2.63%,3.07%,2426,22,39,0.92%,1.75%,70387,1390,47.71%,74713,1.64%,3.33%,22.14,1346.27
2020-08-12,143749,4211,3967,3.02%,3.12%,2404,92,40,3.98%,1.8%,68997,565,48%,72348,1.67%,3.37%,21.94,1311.81
2020-08-11,139538,2900,3849,2.12%,3.12%,2312,18,28,0.78%,1.28%,68432,273,49.04%,68794,1.66%,3.27%,21.1,1273.38
2020-08-10,136638,6725,4330,5.18%,3.66%,2294,24,27,1.06%,1.25%,68159,486,49.88%,66185,1.68%,3.26%,20.93,1246.91
2020-08-09,129913,3028,3818,2.39%,3.35%,2270,61,30,2.76%,1.41%,67673,556,52.09%,59970,1.75%,3.25%,20.72,1185.54
2020-08-08,126885,4131,4093,3.37%,3.73%,2209,41,24,1.89%,1.15%,67117,265,52.9%,57559,1.74%,3.19%,20.16,1157.91
2020-08-07,122754,3294,5324,2.76%,5.38%,2168,18,29,0.84%,1.44%,66852,15,54.46%,53734,1.77%,3.14%,19.78,1120.21
2020-08-06,119460,3480,4853,3%,4.99%,2150,27,27,1.27%,1.32%,66837,567,55.95%,50473,1.8%,3.12%,19.62,1090.15
2020-08-05,115980,3387,4356,3.01%,4.56%,2123,8,23,0.38%,1.14%,66270,221,57.14%,47587,1.83%,3.1%,19.37,1058.4
2020-08-04,112593,6263,4131,5.89%,4.44%,2115,11,24,0.52%,1.2%,66049,228,58.66%,44429,1.88%,3.1%,19.3,1027.49
2020-08-03,106330,3145,3470,3.05%,3.88%,2104,45,23,2.19%,1.14%,65821,264,61.9%,38405,1.98%,3.1%,19.2,970.33
2020-08-02,103185,4953,3248,5.04%,3.73%,2059,20,18,0.98%,0.92%,65557,292,63.53%,35569,2%,3.05%,18.79,941.63
2020-08-01,98232,12746,2831,14.91%,3.38%,2039,77,20,3.92%,1.04%,65265,38269,66.44%,30928,2.08%,3.03%,18.61,896.43
2020-07-31,85486,0,1292,0,1.62%,1962,0,12,0,0.62%,26996,0,31.58%,56528,2.3%,6.78%,17.9,780.12
2020-07-30,85486,0,1585,0,2.01%,1962,0,13,0,0.68%,26996,0,31.58%,56528,2.3%,6.78%,17.9,780.12
